case_id,bank_version,bank_hash,bank_commit,runtime_version,runtime_hash,case_spec_hash,checklist_hash,purpose,bank_tier,asset,asset_name,asset_class,subtype,exposure_type,origin,question_id,construct_id,parent_question_id,relation_to_parent,construct_role,specificity_rank,factor,dimension,layer,question,manifest_suppressed,applicable,applicability_reason,applicability_source,evidence_sufficient,verdict,gate,gate_stage,scored,gate_override_reason,scored_override_reason,adjudication,adjudication_reason,explanation,source_ref,source_digest,data_as_of,evidence_available_at,observed_at,confidence,reviewer
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-MEM02,meme_self_sustaining,,,primary,0,memetic_strength,meme_cultural_capital,merit,Does the narrative continue to propagate when paid and insider promotion stops?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-MEM03,meme_adversity_resilience,,,strict_parent,0,memetic_strength,meme_cultural_capital,merit,Has the narrative retained identity through adverse conditions?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-MEM04,meme_economic_conversion,,,primary,0,memetic_strength,meme_cultural_capital,merit,Does cultural attention convert into durable economic advantage?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-MOAT01,defensible_advantage,,,primary,0,competitive_moat,durability,merit,Is there a defensible advantage that credible competitors cannot quickly copy?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-GOV01,holder_control_rights,,,primary,0,governance_control,control,integrity,Are holder rights sufficiently protected from unilateral adverse control?,YES,NO,Cash-flow/protocol-steward constructs do not define a direct monetary asset.,manifest,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-TEAM01,execution_record,,,primary,0,team_execution,durability,merit,Does the responsible team or steward have a demonstrated execution record?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-REG01,regulatory_business_survival,,,primary,0,regulatory_legal,durability,merit,Can the core thesis survive plausible legal and regulatory outcomes?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-LIQ01,position_exit_time,,,gate,0,liquidity_market_structure,implementation,implementation,Can the proposed position be exited within the required time under stress?,NO,,,,,,YES,implementation,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-LIQ02,position_exit_loss,,,gate,0,liquidity_market_structure,implementation,implementation,Can the proposed position be exited within its maximum-loss/slippage boundary under stress?,NO,,,,,,YES,implementation,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-HOR01,horizon_alignment,,,primary,0,catalysts,market_structure,entry,"Are unlocks, catalysts, and evidence currency aligned with the stated investment horizon?",NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-FM02,observable_falsifiers,,,gate,0,failure_modes,security,integrity,Are thesis falsifiers observable before unacceptable permanent loss?,NO,,,,,,YES,diligence,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-FM03,bear_recovery_floor,,,primary,0,failure_modes,security,integrity,"Under the predeclared bear scenario, does the instrument retain at least the predeclared recovery floor?",NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-PORT01,portfolio_role,,,primary,0,portfolio_fit,portfolio_fit,fit,Does the asset have a defined role that differs from existing exposures?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-PORT02,protected_capital,,,gate,0,portfolio_fit,portfolio_fit,fit,Is the proposed maximum loss compatible with protected capital and obligations?,NO,,,,,,YES,policy,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,COM-SEC01,unresolved_permanent_impairment,,,gate,0,security_custody,security,integrity,Has current diligence resolved every known route to material permanent impairment?,NO,,,,,,YES,integrity,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-ID01,crypto_instrument_identity,,,gate,1,evidence_quality,legal_claim,integrity,Is the canonical chain and contract or native-asset identity verified?,NO,,,,,,YES,identity,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-ID03,instrument_evidence_match,,,gate,1,evidence_quality,legal_claim,integrity,"Does every piece of evidence match the exact exposure being evaluated, including any wrapper, staking, or venue layer?",NO,,,,,,YES,identity,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-U01,crypto_architecture_advantage,,,primary,1,use_case,durability,merit,Does decentralization or tokenization materially improve the primary use case?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-A01,material_adoption,COM-A01,strict_refinement,primary,1,adoption_pmf,durability,merit,Is active usage material after excluding identifiable non-economic activity?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-ECO01,economic_transparency,COM-ECO01,strict_refinement,primary,1,economics_quality,control,integrity,"Can fees, protocol revenue, holder-directed revenue, and token incentives be separately reconciled to contracts or on-chain records?",YES,NO,Cash-flow/protocol-steward constructs do not define a direct monetary asset.,manifest,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-VC01,active_value_capture,COM-VC02,strict_refinement,primary,1,instrument_value_capture,value_capture,merit,Is the token’s value-capture mechanism currently enabled?,YES,NO,Cash-flow/protocol-steward constructs do not define a direct monetary asset.,manifest,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-VC02,growth_to_token,,,primary,1,instrument_value_capture,value_capture,merit,"Does protocol or network growth increase token demand, scarcity, or holder distributions?",NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-VC03,unencumbered_holder_benefit,COM-VC03,strict_refinement,primary,1,instrument_value_capture,value_capture,merit,Does an unencumbered spot holder benefit from at least one active capture route?,YES,NO,Cash-flow/protocol-steward constructs do not define a direct monetary asset.,manifest,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-SUP01,supply_transparency,,,primary,1,supply_dilution,control,integrity,"Can circulating, total, maximum, and fully diluted supply be reconciled from primary on-chain and official sources without unexplained gaps?",NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-SUP02,unlock_schedule,,,primary,1,supply_dilution,valuation,entry,Is the dated unlock and emission schedule acceptable over the investment horizon?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-SUP05,float_selling_overhang,,,primary,1,supply_dilution,market_structure,entry,Is freely tradable insider and whale supply below the predeclared selling-overhang threshold?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-MEM01,meme_adversity_resilience,COM-MEM03,strict_refinement,primary,1,memetic_strength,meme_cultural_capital,merit,Has the token narrative retained its identity through adverse conditions without depending only on price appreciation or airdrop incentives?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-MOAT01,crypto_fork_resistance,,,primary,1,competitive_moat,durability,merit,Can the network or protocol retain advantage despite open-source forkability?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-SEC01,crypto_security_review,,,gate,1,security_custody,security,integrity,Has the relevant code and dependency surface received credible security review?,NO,,,,,,YES,diligence,NO,,,,,,,,,,,,
